Season,Player,team,Minutes,Pos,Offensive Archetype,WAR,LEBRON,O-LEBRON,D-LEBRON,year,Defensive Role,NBA ID,bref_id,Games,Age
2022-23,jamychal green,GSW,796.733333333333,PF,Stretch Big,0.5798353018644459,-1.2917712940364428,-1.0434273216363443,-0.2483439724000983,2023,Helper,203210.0,,57.0,32.0
2022-23,javale mcgee,DAL,354.566666666667,C,Roll + Cut Big,0.3280493904752177,-0.9775494774134116,-1.798322412270695,0.8207729348572831,2023,Anchor Big,201580.0,,42.0,35.0
2022-23,jabari smith jr.,HOU,2450.55,PF,Movement Shooter,-0.4890676389883222,-2.783974768646869,-1.855728811256233,-0.9282459573906362,2023,Wing Stopper,1631095.0,smithja05,79.0,19.0
2022-23,jabari walker,POR,619.133333333333,SF,Athletic Finisher,0.0289179794095732,-2.3842684450262457,-1.840026615305124,-0.5442418297211222,2023,Helper,1631133.0,walkeja01,56.0,20.0
2022-23,jack white,DEN,66.0333333333333,SF,Low Minute,0.0610845575238978,-0.9777970486637072,-0.5568116888684929,-0.4209853597952145,2023,Helper,1631298.0,,17.0,25.0
2022-23,jacob gilyard,MEM,40.7833333333333,PG,Low Minute,0.0386335725830408,-0.9424648427964976,-0.3556425699418346,-0.5868222728546629,2023,Chaser,1631367.0,,1.0,24.0
2022-23,jaden hardy,DAL,708.416666666667,SG,Shot Creator,0.4731999072190059,-1.387108241723742,0.5006800668374377,-1.8877883085611795,2023,Low Activity,1630702.0,hardyja02,48.0,20.0
2022-23,jaden ivey,DET,2304.41666666667,SG,Primary Ball Handler,-1.178190133596693,-3.294575051821045,-1.274074561020807,-2.020500490800237,2023,Point of Attack,1631093.0,iveyja01,74.0,20.0
2022-23,jaden mcdaniels,MIN,2416.43333333333,SF,Stationary Shooter,2.619792331091889,-0.7251221759494424,-1.5617721035657095,0.8366499276162672,2023,Point of Attack,1630183.0,mcdanja02,79.0,22.0
2022-23,jaden springer,PHI,89.2833333333333,SG,Low Minute,0.0690030178059587,-1.219942162420273,-0.612332360496364,-0.6076098019239091,2023,Point of Attack,1630531.0,,16.0,20.0
2022-23,jae crowder,MIL,339.683333333333,PF,Movement Shooter,0.3764049995129676,-0.6871198957644324,-0.7569861871208005,0.0698662913563679,2023,Helper,203109.0,,18.0,32.0
2022-23,jae'sean tate,HOU,677.5,SF,Athletic Finisher,0.7855806560326744,-0.6055454392457569,-0.6318121935500995,0.0262667543043426,2023,Wing Stopper,1630256.0,tateja01,31.0,27.0
2022-23,jake laravia,MEM,414.25,PF,Movement Shooter,-0.3263464274916249,-3.7527738213528448,-2.5798012329857807,-1.1729725883670643,2023,Low Activity,1631222.0,laravja01,35.0,21.0
2022-23,jakob poeltl,2TM,1906.23333333333,C,Roll + Cut Big,6.162184744332314,2.702160437555198,0.0547539199209176,2.6474065176342805,2023,Anchor Big,1627751.0,poeltja01,72.0,27.0
2022-23,jalen brunson,NYK,2378.86666666667,PG,Shot Creator,6.036887733013482,1.5824698149787113,2.666271346433565,-1.083801531454854,2023,Chaser,1628973.0,brunsja01,68.0,26.0
2022-23,jalen duren,DET,1670.23333333333,C,Roll + Cut Big,1.7270723734332278,-0.8046877891260876,-0.8367582401333333,0.0320704510072456,2023,Mobile Big,1631105.0,durenja01,67.0,19.0
2022-23,jalen green,HOU,2602.3,SG,Primary Ball Handler,0.1110568343247695,-2.390786799151753,-0.0480744252846808,-2.3427123738670725,2023,Chaser,1630224.0,greenja05,76.0,20.0
2022-23,jalen johnson,ATL,1041.51666666667,SF,Stationary Shooter,1.639521197763982,0.051478058648679,-0.6062390038564524,0.6577170625051317,2023,Wing Stopper,1630552.0,johnsja05,70.0,21.0
2022-23,jalen mcdaniels,2TM,1912.73333333333,SF,Stationary Shooter,1.9444307492179305,-0.83240887714654,-0.688239014627745,-0.144169862518795,2023,Wing Stopper,1629667.0,,80.0,25.0
2022-23,jalen smith,IND,1278.83333333333,C,Stretch Big,1.0873600291662089,-1.0967114529723303,-0.2390129066851564,-0.8576985462871738,2023,Helper,1630188.0,smithja04,68.0,22.0
2022-23,jalen suggs,ORL,1245.85,SG,Primary Ball Handler,0.9570075122377876,-1.2274243952728243,-1.377231225051454,0.1498068297786298,2023,Chaser,1630591.0,suggsja01,53.0,21.0
2022-23,jalen williams,OKC,2275.56666666667,SG,Secondary Ball Handler,3.7747062544202383,0.1855347128324458,-0.5668340913175093,0.7523688041499551,2023,Helper,1631114.0,willija06,75.0,21.0
2022-23,jamal cain,MIA,240.033333333333,PF,Stretch Big,0.2385491917114527,-0.8685460634446389,-1.1790925830821892,0.3105465196375505,2023,Point of Attack,1631288.0,cainja01,18.0,23.0
2022-23,jamal murray,DEN,2133.38333333333,PG,Shot Creator,4.693385367090967,1.044086976331328,1.9450950300029024,-0.9010080536715744,2023,Point of Attack,1627750.0,murraja01,65.0,25.0
2022-23,jamaree bouyea,2TM,70.55,PG,Low Minute,0.0790473089428496,-0.6675444230916739,-0.683294012137961,0.015749589046287,2023,Point of Attack,1631123.0,bouyeja01,5.0,23.0
2022-23,james bouknight,CHO,515.466666666667,SG,Secondary Ball Handler,-0.2556836972059852,-3.269455059815915,-2.0848597599616707,-1.1845952998542446,2023,Chaser,1630547.0,,34.0,22.0
2022-23,james harden,PHI,2135.05,PG,Shot Creator,7.896492928273253,3.4661094224554314,3.524542714123988,-0.0584332916685562,2023,Helper,201935.0,hardeja01,58.0,33.0
2022-23,james johnson,IND,162.383333333333,PF,Shot Creator,0.1528474283559207,-0.9520200559942364,-1.439748745159564,0.4877286891653275,2023,Wing Stopper,201949.0,,18.0,35.0
2022-23,james wiseman,2TM,867.25,C,Post Scorer,0.3861762982104219,-1.7429951902575274,-1.728888133174421,-0.0141070570831059,2023,Anchor Big,1630164.0,wisemja01,45.0,21.0
2022-23,jared butler,OKC,76.5333333333333,PG,Low Minute,0.0617612030380504,-1.1656015170810865,-0.4538980735370078,-0.7117034435440788,2023,Point of Attack,1630215.0,,6.0,22.0
2022-23,jared rhoden,DET,197.85,SG,Stationary Shooter,0.0911988613190689,-1.7179166815417972,-1.4367546344246616,-0.2811620471171356,2023,Helper,1631197.0,,14.0,23.0
2022-23,jaren jackson jr.,MEM,1787.48333333333,C,Versatile Big,6.410700565477544,3.281118430744077,1.1395960332482302,2.141522397495848,2023,Mobile Big,1628991.0,jacksja02,63.0,23.0
2022-23,jarred vanderbilt,2TM,1879.65,PF,Roll + Cut Big,1.73778476690922,-0.9786405451335533,-1.3570427471343254,0.3784022020007724,2023,Wing Stopper,1629020.0,vandeja01,78.0,23.0
2022-23,jarrell brantley,UTA,38.95,PF,Low Minute,0.0547124049109004,-0.2169831806585734,0.0423719435308975,-0.259355124189471,2023,Chaser,1629714.0,,4.0,26.0
2022-23,jarrett allen,CLE,2220.13333333333,C,Roll + Cut Big,5.770044020088935,1.6804269357707151,-0.1872118185549565,1.867638754325672,2023,Mobile Big,1628386.0,allenja01,68.0,24.0
2022-23,jarrett culver,ATL,136.916666666667,SF,Athletic Finisher,0.1141837645378388,-1.1226609516382386,-1.1103561991024755,-0.0123047525357626,2023,Wing Stopper,1629633.0,,10.0,23.0
2022-23,jason preston,LAC,123.766666666667,PG,Secondary Ball Handler,0.1884265553696436,-0.030463323907939,0.2576665390338756,-0.2881298629418146,2023,Point of Attack,1630554.0,,14.0,23.0
2022-23,javonte green,CHI,480.25,SF,Stretch Big,0.7073093163714214,-0.1090902071086406,-1.3847507081143655,1.2756605010057251,2023,Helper,1629750.0,greenja02,32.0,29.0
2022-23,jaxson hayes,NOP,610.0,C,Roll + Cut Big,0.8071628353151755,-0.3460555072930882,-1.331073275589281,0.9850177682961926,2023,Helper,1629637.0,hayesja02,47.0,22.0
2022-23,jay huff,WAS,94.9333333333333,C,Low Minute,0.1313512904057217,-0.2503581324678883,-0.2258567220403892,-0.0245014104274988,2023,Anchor Big,1630643.0,huffja01,7.0,24.0
2022-23,jay scrubb,ORL,30.1166666666667,SG,Low Minute,0.0419714874144552,-0.2344937110847745,-0.3024963935041272,0.0680026824193528,2023,Chaser,1630206.0,,2.0,22.0
2022-23,jaylen brown,BOS,2404.96666666667,SF,Shot Creator,4.591988960518079,0.582664282474327,0.7869307610907273,-0.2042664786164004,2023,Wing Stopper,1627759.0,brownja02,67.0,26.0
2022-23,jaylen nowell,MIN,1251.76666666667,SG,Secondary Ball Handler,0.6395176042775191,-1.637994929854536,-0.2480457127888124,-1.3899492170657235,2023,Chaser,1629669.0,,65.0,23.0
2022-23,jaylin williams,OKC,914.3,C,Stretch Big,1.4902711065213496,0.1398503940871907,-1.2777735545791744,1.4176239486663649,2023,Anchor Big,1631119.0,willija07,49.0,20.0
2022-23,jayson tatum,BOS,2732.26666666667,SF,Shot Creator,11.268166759887489,4.176952660836228,3.5575528099108884,0.6193998509253386,2023,Helper,1628369.0,tatumja01,74.0,24.0
2022-23,jeff dowtin jr.,TOR,258.7,PG,Shot Creator,0.130941380665473,-1.645577815257067,-1.007526579196503,-0.6380512360605642,2023,Point of Attack,1630288.0,,25.0,25.0
2022-23,jeff green,DEN,1091.1,PF,Versatile Big,0.0821690171532696,-2.338037085502581,-1.1530718406815352,-1.184965244821046,2023,Helper,201145.0,greenje02,56.0,36.0
2022-23,jerami grant,POR,2245.55,PF,Shot Creator,1.456831819316956,-1.4177456466562477,-0.2012106312013473,-1.2165350154549002,2023,Wing Stopper,203924.0,grantje01,63.0,28.0
2022-23,jeremiah robinson-earl,OKC,813.75,PF,Stretch Big,0.9798970826812948,-0.5347457739835646,-0.5841996178493032,0.0494538438657385,2023,Anchor Big,1630526.0,robinje02,43.0,22.0
2022-23,jeremy sochan,SAS,1457.63333333333,PF,Athletic Finisher,1.2476255964894545,-1.0877224089140771,-0.9640080376924988,-0.1237143712215786,2023,Wing Stopper,1631110.0,sochaje01,56.0,19.0
2022-23,jericho sims,NYK,812.4,C,Athletic Finisher,0.269833575446172,-1.9244200005630885,-2.8585085122416736,0.9340885116785852,2023,Anchor Big,1630579.0,simsje01,52.0,24.0
2022-23,jevon carter,MIL,1811.5,PG,Primary Ball Handler,2.3539473161111752,-0.3837255822542328,-1.0350326155883844,0.6513070333341515,2023,Point of Attack,1628975.0,carteje01,81.0,27.0
2022-23,jimmy butler iii,MIA,2138.16666666667,PF,Shot Creator,11.031879781740974,5.9776893814774015,4.097610288655953,1.880079092821448,2023,Wing Stopper,202710.0,butleji01,64.0,33.0
2022-23,jock landale,PHO,978.633333333333,C,Post Scorer,1.8005582857223963,0.4724581792124739,-0.1218736945661107,0.5943318737785848,2023,Anchor Big,1629111.0,landajo01,69.0,27.0
2022-23,joe harris,BRK,1527.2,SF,Movement Shooter,0.8997200096251405,-1.5129435891636402,-0.4276870504504618,-1.0852565387131785,2023,Low Activity,203925.0,,74.0,31.0
2022-23,joe ingles,MIL,1043.63333333333,SF,Secondary Ball Handler,0.7802462071017208,-1.260128728797567,-0.9452016012823152,-0.314927127515252,2023,Chaser,204060.0,inglejo01,46.0,35.0
2022-23,joe wieskamp,TOR,49.65,SF,Low Minute,0.0403476921607282,-1.1565955165438275,-0.7156170484876923,-0.4409784680561352,2023,Chaser,1630580.0,,9.0,23.0
2022-23,joel embiid,PHI,2284.26666666667,C,Shot Creator,11.157386211526948,5.4875373588424745,3.734966455509515,1.7525709033329588,2023,Anchor Big,203954.0,embiijo01,66.0,28.0
2022-23,john butler jr.,POR,221.116666666667,C,Off Screen Shooter,0.1246410024604559,-1.5535881932662772,-1.6282008573273858,0.0746126640611087,2023,Helper,1631219.0,,19.0,20.0
2022-23,john collins,ATL,2129.71666666667,PF,Versatile Big,2.6067994065324034,-0.5032935363434846,-1.284404170957807,0.7811106346143224,2023,Helper,1628381.0,collijo01,71.0,25.0
2022-23,john konchar,MEM,1493.73333333333,SF,Movement Shooter,2.0970872110122776,-0.2181865834989806,-0.8341497573177964,0.6159631738188157,2023,Point of Attack,1629723.0,konchjo01,72.0,26.0
2022-23,john wall,LAC,754.766666666667,PG,Shot Creator,0.6631200831725169,-1.0516952594610445,-0.3039581126050783,-0.7477371468559662,2023,Chaser,202322.0,,34.0,32.0
2022-23,johnny davis,WAS,422.583333333333,SG,Movement Shooter,0.1472520345370172,-1.898234941776866,-1.51472253606238,-0.383512405714486,2023,Chaser,1631098.0,,28.0,20.0
2022-23,johnny juzang,UTA,232.25,SG,Off Screen Shooter,0.1157246159280945,-1.6581765932009631,-0.92819810145747,-0.7299784917434929,2023,Chaser,1630548.0,juzanjo01,18.0,21.0
2022-23,jonas valančiūnas,NOP,1968.38333333333,C,Post Scorer,3.480179849863688,0.3586123472734759,0.0268486482125663,0.3317636990609096,2023,Mobile Big,202685.0,valanjo01,79.0,30.0
2022-23,jonathan isaac,ORL,124.033333333333,PF,Post Scorer,0.2497395935987512,0.7478346863371431,0.1965910441446593,0.5512436421924838,2023,Wing Stopper,1628371.0,isaacjo01,11.0,25.0
2022-23,jonathan kuminga,GSW,1394.45,PF,Athletic Finisher,0.408206715068145,-1.9877144622654184,-1.86443768784991,-0.1232767744155082,2023,Wing Stopper,1630228.0,kuminjo01,67.0,20.0
2022-23,jordan clarkson,UTA,1988.33333333333,SG,Primary Ball Handler,1.3114738032473885,-1.400482098950469,1.0424347479051146,-2.4429168468555837,2023,Chaser,203903.0,clarkjo01,61.0,30.0
2022-23,jordan goodwin,WAS,1105.3,PG,Primary Ball Handler,1.9436101597962896,0.3434096042147783,-0.7182907556485941,1.0617003598633723,2023,Point of Attack,1630692.0,goodwjo01,62.0,24.0
2022-23,jordan hall,SAS,82.6666666666667,SF,Low Minute,0.1099707888935219,-0.3348460671225219,-0.5949903892914005,0.2601443221688785,2023,Point of Attack,1631160.0,,9.0,21.0
2022-23,jordan mclaughlin,MIN,678.483333333333,PG,Primary Ball Handler,0.6715926035048206,-0.8748564811585633,-0.8662126173689226,-0.0086438637896404,2023,Point of Attack,1629162.0,mclaujo01,43.0,26.0
2022-23,jordan nwora,2TM,1188.13333333333,SF,Movement Shooter,0.2752150311763037,-2.0859672971412944,-0.9792843505732144,-1.1066829465680803,2023,Low Activity,1629670.0,,62.0,24.0
2022-23,jordan poole,GSW,2458.18333333333,PG,Primary Ball Handler,1.2174807283943008,-1.6629755085220417,-0.3648896280798853,-1.2980858804421562,2023,Chaser,1629673.0,poolejo01,82.0,23.0
2022-23,jordan schakel,WAS,6.23333333333333,SF,Low Minute,0.0080193548470312,-0.40419978266016,-0.1909252108726236,-0.2132745717875363,2023,Mobile Big,1630648.0,,2.0,24.0
2022-23,jose alvarado,NOP,1309.93333333333,PG,Primary Ball Handler,2.0987768608315585,0.0958829011557537,-0.3466934303050087,0.4425763314607624,2023,Chaser,1630631.0,alvarjo01,61.0,24.0
2022-23,josh christopher,HOU,786.15,SG,Shot Creator,-0.2103733590233944,-2.894927218302342,-1.418585560087572,-1.47634165821477,2023,Point of Attack,1630528.0,,64.0,21.0
2022-23,josh giddey,OKC,2367.23333333333,PF,Slasher,3.0411501179115024,-0.4071192859547417,-0.0215654349870428,-0.3855538509676989,2023,Low Activity,1630581.0,giddejo01,76.0,20.0
2022-23,josh green,DAL,1539.23333333333,SG,Stationary Shooter,1.2629428299558885,-1.144087398394149,-1.082389859623936,-0.0616975387702131,2023,Point of Attack,1630182.0,greenjo02,60.0,22.0
2022-23,josh hart,2TM,2454.1,SF,Stationary Shooter,4.3739157794025445,0.3811935991098122,-0.2717399914800054,0.6529335905898176,2023,Wing Stopper,1628404.0,hartjo01,76.0,27.0
2022-23,josh minott,MIN,96.2166666666667,SF,Low Minute,0.1003612384279663,-0.790328237042804,-0.5091232502354949,-0.2812049868073091,2023,Helper,1631169.0,minotjo01,15.0,20.0
2022-23,josh okogie,PHO,1350.5,SG,Stationary Shooter,2.4197854962665004,0.3962189234994117,-0.1017692575583932,0.4979881810578049,2023,Point of Attack,1629006.0,okogijo01,72.0,24.0
2022-23,josh richardson,2TM,1529.56666666667,SG,Movement Shooter,0.523771192122274,-1.907906041038265,-1.524816677426238,-0.3830893636120272,2023,Chaser,1626196.0,,65.0,29.0
2022-23,joshua primo,SAS,93.35,SG,Low Minute,0.108086962907666,-0.6081795565279196,-0.6599972167122807,0.0518176601843611,2023,Point of Attack,1630563.0,,4.0,20.0
2022-23,jrue holiday,MIL,2182.61666666667,PG,Shot Creator,6.960302086165346,2.631163685961242,2.2529883807375355,0.3781753052237068,2023,Point of Attack,201950.0,holidjr01,67.0,32.0
2022-23,juan toscano-anderson,2TM,700.033333333333,SF,Movement Shooter,-0.1263120728396475,-2.7528056509443557,-2.8455508861462286,0.0927452352018731,2023,Wing Stopper,1629308.0,,52.0,29.0
2022-23,juancho hernangomez,TOR,613.5,PF,Stationary Shooter,-0.0577440004594922,-2.612461515308951,-2.287896924932487,-0.3245645903764641,2023,Helper,1627823.0,,42.0,27.0
2022-23,julian champagnie,2TM,320.133333333333,SF,Movement Shooter,0.2142564577576558,-1.3850279205385656,-0.3214113595145186,-1.0636165610240471,2023,Helper,1630577.0,champju02,17.0,21.0
2022-23,julius randle,NYK,2737.38333333333,PF,Shot Creator,7.291774644829611,1.784215210960293,2.37943758097144,-0.5952223700111469,2023,Helper,203944.0,randlju01,77.0,28.0
2022-23,justin champagnie,2TM,34.2833333333333,SF,Low Minute,0.0349865111137908,-0.8261541544907416,-0.2529630923990005,-0.573191062091741,2023,Helper,1630551.0,champju01,5.0,21.0
2022-23,justin holiday,2TM,706.083333333333,SF,Off Screen Shooter,-0.1591011834677657,-2.8259521869435926,-1.745651778521555,-1.0803004084220371,2023,Helper,203200.0,,46.0,33.0
2022-23,justin jackson,BOS,107.4,SF,Off Screen Shooter,0.0833636776987661,-1.2146172728520404,-0.8113039285095908,-0.4033133443424496,2023,Chaser,1628382.0,,23.0,27.0
2022-23,justin minaya,POR,88.85,SF,Low Minute,0.0874616637282522,-0.8835442801908292,-0.6999262155212986,-0.1836180646695306,2023,Point of Attack,1631303.0,,4.0,23.0
2022-23,justise winslow,POR,775.8,PF,Athletic Finisher,0.3709785876321665,-1.6903208201900202,-1.83400640969033,0.1436855895003101,2023,Wing Stopper,1626159.0,,29.0,26.0
2022-23,jusuf nurkić,POR,1391.48333333333,C,Post Scorer,2.35484567225447,0.2386510637554595,-0.9530597515821172,1.1917108153375766,2023,Anchor Big,203994.0,nurkiju01,52.0,28.0
2022-23,kj martin,HOU,2292.05,SF,Stationary Shooter,0.8422152935679965,-1.867758672726144,-0.1948657523525837,-1.6728929203735603,2023,Low Activity,1630231.0,,82.0,22.0
2022-23,kz okpala,SAC,247.866666666667,PF,Stationary Shooter,0.1571520327116285,-1.4412761672606884,-2.409749131533158,0.9684729642724696,2023,Wing Stopper,1629644.0,,35.0,23.0
2022-23,kai jones,CHO,549.6,C,Athletic Finisher,0.1017583278348354,-2.1608185223228613,-2.829531359620169,0.6687128372973066,2023,Anchor Big,1630539.0,,46.0,22.0
2022-23,karl-anthony towns,MIN,957.133333333333,PF,Shot Creator,1.8789576763236304,0.667893601259641,1.0242147956641208,-0.3563211944044799,2023,Mobile Big,1626157.0,townska01,29.0,27.0
2022-23,kawhi leonard,LAC,1747.61666666667,SF,Shot Creator,7.487293912262243,4.448309669790292,3.985546246137116,0.462763423653175,2023,Helper,202695.0,leonaka01,52.0,31.0
2022-23,keegan murray,SAC,2381.75,SF,Movement Shooter,3.6584957212214655,-0.0088905955803945,-0.1418856214732144,0.1329950258928198,2023,Helper,1631099.0,murrake02,80.0,22.0
2022-23,keita bates-diop,SAS,1452.45,PF,Movement Shooter,1.55884758174297,-0.7424253286005336,-0.7835835795733214,0.0411582509727877,2023,Helper,1628966.0,,67.0,27.0
2022-23,keldon johnson,SAS,2063.4,SF,Movement Shooter,2.359694111641549,-0.6308181393578591,0.5930484772356702,-1.2238666165935297,2023,Wing Stopper,1629640.0,johnske04,63.0,23.0
2022-23,kelly olynyk,UTA,1941.68333333333,C,Movement Shooter,2.764340852428793,-0.1868849110977737,-0.4658087561912993,0.2789238450935256,2023,Helper,203482.0,olynyke01,68.0,31.0
2022-23,kelly oubre jr.,CHO,1547.53333333333,SF,Movement Shooter,2.4537208584028973,0.0695380595899674,0.3815894482487978,-0.3120513886588303,2023,Wing Stopper,1626162.0,oubreke01,48.0,27.0
2022-23,kemba walker,DAL,143.9,PG,Secondary Ball Handler,0.2256917425234024,0.0423322861395878,0.4134369801409152,-0.371104694001327,2023,Chaser,202689.0,,9.0,32.0
2022-23,kendall brown,IND,40.3,SG,Low Minute,0.0358761863303868,-1.033166570347757,-0.7017964505489226,-0.3313701197988346,2023,Chaser,1631112.0,,6.0,19.0
2022-23,kendrick nunn,2TM,963.416666666667,SG,Secondary Ball Handler,-0.3030709674204302,-2.971704221766676,-1.1781188707608203,-1.7935853510058557,2023,Point of Attack,1629134.0,,70.0,27.0
2022-23,kennedy chandler,MEM,281.483333333333,PG,Secondary Ball Handler,0.1671048178019775,-1.5057125218931748,-1.0285345046239502,-0.4771780172692242,2023,Point of Attack,1631113.0,chandke01,36.0,20.0
2022-23,kenneth lofton jr.,MEM,175.916666666667,PF,Post Scorer,0.1823968792720167,-0.8002324790737426,0.2994633131466668,-1.0996957922204096,2023,Mobile Big,1631254.0,,24.0,20.0
2022-23,kenrich williams,OKC,1205.9,PF,Stationary Shooter,1.911427296028868,0.0687363745163452,-0.2657138064206919,0.3344501809370372,2023,Helper,1629026.0,willike04,53.0,28.0
2022-23,kentavious caldwell-pope,DEN,2381.21666666667,SG,Movement Shooter,5.436598663687288,1.1763769373902109,-0.0283184741841348,1.2046954115743456,2023,Wing Stopper,203484.0,caldwke01,76.0,29.0
2022-23,keon ellis,SAC,70.8166666666667,SG,Low Minute,0.0840875851673444,-0.5613473364565017,-0.5729309709056873,0.0115836344491856,2023,Chaser,1631165.0,elliske01,16.0,23.0
2022-23,keon johnson,POR,416.266666666667,SG,Shot Creator,0.1561008743144919,-1.8556456688808909,-0.802091814209419,-1.0535538546714718,2023,Point of Attack,1630553.0,,40.0,20.0
2022-23,kessler edwards,2TM,385.75,SF,Movement Shooter,0.4220116422059622,-0.7094971270961606,-0.8637733549443546,0.1542762278481939,2023,Wing Stopper,1630556.0,,36.0,22.0
2022-23,kevin durant,2TM,1671.73333333333,PF,Shot Creator,5.8150193936069146,3.103599041487086,2.8609786895938947,0.2426203518931916,2023,Wing Stopper,201142.0,duranke01,47.0,34.0
2022-23,kevin huerter,SAC,2202.91666666667,SG,Movement Shooter,4.115472118083406,0.517358395725165,0.5205087186272204,-0.0031503229020551,2023,Chaser,1628989.0,huertke01,75.0,24.0
2022-23,kevin knox ii,2TM,951.683333333333,SF,Movement Shooter,0.0667909523732276,-2.3463209499674083,-1.6187321889341444,-0.7275887610332639,2023,Helper,1628995.0,,63.0,23.0
2022-23,kevin love,2TM,1239.58333333333,PF,Movement Shooter,2.695186032771207,1.0032160697707568,-0.0811331087687887,1.0843491785395454,2023,Helper,201567.0,loveke01,62.0,34.0
2022-23,kevin porter jr.,HOU,2023.91666666667,PG,Shot Creator,1.6941111553089856,-1.1177592981000934,0.2228021386226053,-1.3405614367226988,2023,Point of Attack,1629645.0,porteke02,59.0,22.0
2022-23,kevon harris,ORL,456.95,SG,Stationary Shooter,0.2409350274976449,-1.6118059263064708,-1.7729051523572965,0.1610992260508258,2023,Point of Attack,1630284.0,,34.0,25.0
2022-23,kevon looney,GSW,1957.56666666667,C,Roll + Cut Big,4.57399903237842,1.2615073247251822,0.1407170534759325,1.1207902712492497,2023,Anchor Big,1626172.0,looneke01,82.0,26.0
2022-23,khem birch,TOR,161.85,C,Roll + Cut Big,0.0479102545669923,-1.9824445394599,-2.137899925200231,0.1554553857403308,2023,Anchor Big,203920.0,,20.0,30.0
2022-23,khris middleton,MIL,800.816666666667,SF,Shot Creator,1.5239574974899937,0.5725574069880625,1.275888636399333,-0.7033312294112704,2023,Helper,203114.0,middlkh01,33.0,31.0
2022-23,killian hayes,DET,2153.58333333333,PG,Primary Ball Handler,-0.3979150904961089,-2.7598588459096693,-1.907241190083546,-0.8526176558261233,2023,Point of Attack,1630165.0,hayeski01,76.0,21.0
2022-23,kira lewis jr.,NOP,234.783333333333,PG,Secondary Ball Handler,0.1748693670225795,-1.2646105613926972,-0.6371516591295465,-0.6274589022631504,2023,Chaser,1630184.0,,25.0,21.0
2022-23,klay thompson,GSW,2278.86666666667,SF,Off Screen Shooter,3.563472557503621,0.0349051151897262,0.6778428417194479,-0.6429377265297213,2023,Wing Stopper,202691.0,thompkl01,69.0,32.0
2022-23,kobi simmons,CHO,27.7833333333333,SG,Low Minute,0.0322637897862849,-0.6027928248507987,-0.3921601644233446,-0.210632660427454,2023,Point of Attack,1628424.0,,5.0,25.0
2022-23,kris dunn,UTA,567.533333333333,PG,Shot Creator,1.0264847331726623,0.423015203868862,0.3926975653990718,0.0303176384697901,2023,Point of Attack,1627739.0,dunnkr01,22.0,28.0
2022-23,kristaps porziņģis,WAS,2119.65,C,Versatile Big,6.648653034067291,2.5462848247474983,1.5608804045352185,0.9854044202122796,2023,Anchor Big,204001.0,porzikr01,65.0,27.0
2022-23,kyle anderson,MIN,1956.51666666667,PF,Athletic Finisher,3.8147913049218025,0.6467587320166046,-0.5792747768618992,1.2260335088785037,2023,Helper,203937.0,anderky01,69.0,29.0
2022-23,kyle kuzma,WAS,2238.8,PF,Shot Creator,2.060285336379591,-0.9854157866669327,-0.580054605496323,-0.4053611811706096,2023,Wing Stopper,1628398.0,kuzmaky01,64.0,27.0
2022-23,kyle lowry,MIA,1717.73333333333,PG,Primary Ball Handler,3.8113546510671856,1.0740744590724136,0.2416127285746648,0.8324617304977487,2023,Helper,200768.0,lowryky01,55.0,36.0
2022-23,kyrie irving,2TM,2240.45,SG,Shot Creator,6.080331464065371,1.8645596809103924,3.0053444519888304,-1.140784771078438,2023,Point of Attack,202681.0,,60.0,30.0
2022-23,lamelo ball,CHO,1267.8,PG,Primary Ball Handler,2.7847148248935194,1.0385545962766043,2.3058257119261096,-1.2672711156495058,2023,Low Activity,1630163.0,ballla01,36.0,21.0
2022-23,lamar stevens,CLE,1120.41666666667,SF,Stationary Shooter,0.3388228852002946,-1.9721755351845047,-2.4326144827725296,0.4604389475880238,2023,Wing Stopper,1630205.0,,62.0,25.0
2022-23,landry shamet,PHO,806.883333333333,SG,Movement Shooter,1.1105250950132977,-0.2619263388619213,-0.2692567914641572,0.0073304526022358,2023,Chaser,1629013.0,shamela01,40.0,25.0
2022-23,larry nance jr.,NOP,1380.81666666667,C,Roll + Cut Big,2.8649010313100707,0.8451538987351368,-1.0749813936749777,1.9201352924101145,2023,Mobile Big,1626204.0,nancela02,65.0,30.0
2022-23,lauri markkanen,UTA,2272.58333333333,PF,Off Screen Shooter,6.888559898190469,2.3754273694355343,3.1140066120593084,-0.7385792426237742,2023,Helper,1628374.0,markkla01,66.0,25.0
2022-23,lebron james,LAL,1953.91666666667,PF,Shot Creator,7.669905818847867,3.8433400362497903,3.6719910552955217,0.1713489809542686,2023,Helper,2544.0,jamesle01,55.0,38.0
2022-23,leandro bolmaro,UTA,68.45,SF,Low Minute,0.068006467120787,-0.8690171465890523,-0.5881588358208122,-0.2808583107682401,2023,Point of Attack,1630195.0,,14.0,22.0
2022-23,lester quinones,GSW,18.1166666666667,SG,Low Minute,0.0243024075444041,-0.3171825848572712,-0.1091568791024736,-0.2080257057547976,2023,Helper,1631311.0,,4.0,22.0
2022-23,lindell wigginton,MIL,86.6,PG,Low Minute,0.0778940035888445,-1.018473359300168,-0.5147121358396725,-0.5037612234604956,2023,Point of Attack,1629623.0,,7.0,24.0
2022-23,lindy waters iii,OKC,530.683333333333,SG,Movement Shooter,0.735876155115874,-0.2455393659123427,0.096711518134161,-0.3422508840465037,2023,Chaser,1630322.0,waterli01,41.0,25.0
